"","Location","dt","Avg.Tem","Avg.Vol"
"1740","Bulgaria",1897-12-01,-0.411,0.852
"1741","Bulgaria",1898-01-01,-0.089,1.027
"1742","Bulgaria",1898-02-01,1.821,0.522
"1743","Bulgaria",1898-03-01,4.418,0.756
"1744","Bulgaria",1898-04-01,10.367,0.615
"1745","Bulgaria",1898-05-01,15.084,0.451
"1746","Bulgaria",1898-06-01,18.713,0.447
"1747","Bulgaria",1898-07-01,20.157,0.548
"1748","Bulgaria",1898-08-01,20.059,0.504
"1749","Bulgaria",1898-09-01,16.457,0.569
"1750","Bulgaria",1898-10-01,12.799,0.494
"1751","Bulgaria",1898-11-01,7.921,0.554
"1752","Bulgaria",1898-12-01,2.353,1.075
"1753","Bulgaria",1899-01-01,2.018,1.096
"1754","Bulgaria",1899-02-01,3.379,0.726
"1755","Bulgaria",1899-03-01,4.402,0.476
"1756","Bulgaria",1899-04-01,10.802,0.617
"1757","Bulgaria",1899-05-01,16.027,0.44
"1758","Bulgaria",1899-06-01,17.988,0.484
"1759","Bulgaria",1899-07-01,20.688,0.342
"1760","Bulgaria",1899-08-01,19.066,0.318
"1761","Bulgaria",1899-09-01,17.164,0.422
"1762","Bulgaria",1899-10-01,10.589,0.379
"1763","Bulgaria",1899-11-01,5.477,0.613
"1764","Bulgaria",1899-12-01,-0.863,0.836
"1765","Bulgaria",1900-01-01,0.814,1.166
"1766","Bulgaria",1900-02-01,4.374,0.659
"1767","Bulgaria",1900-03-01,2.64,0.811
"1768","Bulgaria",1900-04-01,9.071,0.599
"1769","Bulgaria",1900-05-01,14.122,0.259
"1770","Bulgaria",1900-06-01,18.589,0.407
"1771","Bulgaria",1900-07-01,21.203,0.685
"1772","Bulgaria",1900-08-01,20.518,0.512
"1773","Bulgaria",1900-09-01,15.74,0.58
"1774","Bulgaria",1900-10-01,13.395,0.654
"1775","Bulgaria",1900-11-01,8.108,0.489
"1776","Bulgaria",1900-12-01,2.98,0.677
"1777","Bulgaria",1901-01-01,-3.825,0.695
"1778","Bulgaria",1901-02-01,0.409,0.568
"1779","Bulgaria",1901-03-01,7.009,0.335
"1780","Bulgaria",1901-04-01,10.091,0.761
"1781","Bulgaria",1901-05-01,14.446,0.61
"1782","Bulgaria",1901-06-01,19.241,0.592
"1783","Bulgaria",1901-07-01,20.813,0.561
"1784","Bulgaria",1901-08-01,19.947,0.506
"1785","Bulgaria",1901-09-01,16.54,0.577
"1786","Bulgaria",1901-10-01,11.812,0.481
"1787","Bulgaria",1901-11-01,4.669,0.421
"1788","Bulgaria",1901-12-01,4.8,0.351
"1789","Bulgaria",1902-01-01,2.515,0.992
"1790","Bulgaria",1902-02-01,3.56,0.748
"1791","Bulgaria",1902-03-01,4.779,0.503
"1792","Bulgaria",1902-04-01,8.964,0.633
"1793","Bulgaria",1902-05-01,12.843,0.556
"1794","Bulgaria",1902-06-01,18.243,0.571
"1795","Bulgaria",1902-07-01,20.107,0.561
"1796","Bulgaria",1902-08-01,20.707,0.512
"1797","Bulgaria",1902-09-01,16.825,0.538
"1798","Bulgaria",1902-10-01,12.191,0.543
"1799","Bulgaria",1902-11-01,2.672,0.588
"1800","Bulgaria",1902-12-01,-2.978,0.558
"1801","Bulgaria",1903-01-01,-0.804,0.912
"1802","Bulgaria",1903-02-01,3.022,0.912
"1803","Bulgaria",1903-03-01,6.101,0.573
"1804","Bulgaria",1903-04-01,8.8,0.742
"1805","Bulgaria",1903-05-01,14.696,0.486
"1806","Bulgaria",1903-06-01,17.56,0.463
"1807","Bulgaria",1903-07-01,19.915,0.403
"1808","Bulgaria",1903-08-01,20.338,0.334
"1809","Bulgaria",1903-09-01,16.662,0.413
"1810","Bulgaria",1903-10-01,12.055,0.475
"1811","Bulgaria",1903-11-01,6.507,0.542
"1812","Bulgaria",1903-12-01,3.595,0.845
"1813","Bulgaria",1904-01-01,-1.22,0.922
"1814","Bulgaria",1904-02-01,4.301,0.535
"1815","Bulgaria",1904-03-01,3.376,0.623
"1816","Bulgaria",1904-04-01,8.764,0.481
"1817","Bulgaria",1904-05-01,14.616,0.441
"1818","Bulgaria",1904-06-01,19.022,0.668
"1819","Bulgaria",1904-07-01,21.608,0.527
"1820","Bulgaria",1904-08-01,20.878,0.542
"1821","Bulgaria",1904-09-01,15.105,0.627
"1822","Bulgaria",1904-10-01,12.112,0.426
"1823","Bulgaria",1904-11-01,2.574,0.729
"1824","Bulgaria",1904-12-01,1.543,0.425
"1825","Bulgaria",1905-01-01,-4.32,0.571
"1826","Bulgaria",1905-02-01,-1.879,0.732
"1827","Bulgaria",1905-03-01,3.957,0.908
"1828","Bulgaria",1905-04-01,8.949,0.583
"1829","Bulgaria",1905-05-01,14.943,0.293
"1830","Bulgaria",1905-06-01,18.054,0.497
"1831","Bulgaria",1905-07-01,21.856,0.383
"1832","Bulgaria",1905-08-01,21.927,0.774
"1833","Bulgaria",1905-09-01,18.112,0.415
"1834","Bulgaria",1905-10-01,10.411,0.664
"1835","Bulgaria",1905-11-01,8.517,0.502
"1836","Bulgaria",1905-12-01,1.572,0.446
"1837","Bulgaria",1906-01-01,-1.589,0.984
"1838","Bulgaria",1906-02-01,1.684,0.398
"1839","Bulgaria",1906-03-01,6.809,0.487
"1840","Bulgaria",1906-04-01,9.916,0.394
"1841","Bulgaria",1906-05-01,14.648,0.396
"1842","Bulgaria",1906-06-01,18.32,0.436
"1843","Bulgaria",1906-07-01,21.12,0.489
"1844","Bulgaria",1906-08-01,19.711,0.406
"1845","Bulgaria",1906-09-01,15.434,0.489
"1846","Bulgaria",1906-10-01,9.535,0.714
"1847","Bulgaria",1906-11-01,7.277,0.335
"1848","Bulgaria",1906-12-01,1.472,0.842
"1849","Bulgaria",1907-01-01,-3.723,0.618
"1850","Bulgaria",1907-02-01,-2.305,1.285
"1851","Bulgaria",1907-03-01,-0.155,0.937
"1852","Bulgaria",1907-04-01,7.214,0.483
"1853","Bulgaria",1907-05-01,17.691,0.474
"1854","Bulgaria",1907-06-01,18.842,0.388
"1855","Bulgaria",1907-07-01,20.77,0.227
"1856","Bulgaria",1907-08-01,20.602,0.495
"1857","Bulgaria",1907-09-01,15.917,0.482
"1858","Bulgaria",1907-10-01,13.718,0.6
"1859","Bulgaria",1907-11-01,4.685,0.545
"1860","Bulgaria",1907-12-01,3.197,0.693
"1861","Bulgaria",1908-01-01,-1.476,0.734
"1862","Bulgaria",1908-02-01,2.744,0.952
"1863","Bulgaria",1908-03-01,4.646,0.435
"1864","Bulgaria",1908-04-01,8.962,0.509
"1865","Bulgaria",1908-05-01,17.466,0.704
"1866","Bulgaria",1908-06-01,19.518,0.402
"1867","Bulgaria",1908-07-01,20.32,0.361
"1868","Bulgaria",1908-08-01,20.251,0.341
"1869","Bulgaria",1908-09-01,15.795,0.463
"1870","Bulgaria",1908-10-01,9.968,0.435
"1871","Bulgaria",1908-11-01,2.069,0.232
"1872","Bulgaria",1908-12-01,0.257,0.671
"1873","Bulgaria",1909-01-01,-3.509,0.751
"1874","Bulgaria",1909-02-01,-3.698,0.446
"1875","Bulgaria",1909-03-01,4.445,0.62
"1876","Bulgaria",1909-04-01,10.032,0.543
"1877","Bulgaria",1909-05-01,15.04,0.505
"1878","Bulgaria",1909-06-01,18.927,1.092
"1879","Bulgaria",1909-07-01,21.478,0.869
"1880","Bulgaria",1909-08-01,21.803,0.343
"1881","Bulgaria",1909-09-01,18.788,0.612
"1882","Bulgaria",1909-10-01,12.728,0.465
"1883","Bulgaria",1909-11-01,5.858,0.451
"1884","Bulgaria",1909-12-01,3.325,1.234
"1885","Bulgaria",1910-01-01,1.261,0.872
"1886","Bulgaria",1910-02-01,4.823,0.709
"1887","Bulgaria",1910-03-01,4.21,0.385
"1888","Bulgaria",1910-04-01,9.495,0.283
"1889","Bulgaria",1910-05-01,14.357,0.509
"1890","Bulgaria",1910-06-01,18.508,0.304
"1891","Bulgaria",1910-07-01,20.437,0.516
"1892","Bulgaria",1910-08-01,20.995,0.576
"1893","Bulgaria",1910-09-01,16.434,0.388
"1894","Bulgaria",1910-10-01,10.534,0.513
"1895","Bulgaria",1910-11-01,6.201,0.407
"1896","Bulgaria",1910-12-01,3.272,0.873
"1897","Bulgaria",1911-01-01,0.563,0.835
"1898","Bulgaria",1911-02-01,-2.441,0.801
"1899","Bulgaria",1911-03-01,3.735,0.516
"1900","Bulgaria",1911-04-01,8.749,0.318
"1901","Bulgaria",1911-05-01,14.877,0.351
"1902","Bulgaria",1911-06-01,18.235,0.687
"1903","Bulgaria",1911-07-01,20.317,0.404
"1904","Bulgaria",1911-08-01,20.908,0.329
"1905","Bulgaria",1911-09-01,16.716,0.409
"1906","Bulgaria",1911-10-01,11.931,0.219
"1907","Bulgaria",1911-11-01,8.26,0.41
"1908","Bulgaria",1911-12-01,2.099,0.904
"1909","Bulgaria",1912-01-01,-2.846,0.654
"1910","Bulgaria",1912-02-01,3.091,0.72
"1911","Bulgaria",1912-03-01,7.82,0.437
"1912","Bulgaria",1912-04-01,7.858,0.258
"1913","Bulgaria",1912-05-01,13.822,0.643
"1914","Bulgaria",1912-06-01,19.067,0.635
"1915","Bulgaria",1912-07-01,19.724,0.283
"1916","Bulgaria",1912-08-01,19.564,0.453
"1917","Bulgaria",1912-09-01,14.406,0.965
"1918","Bulgaria",1912-10-01,8.811,0.639
"1919","Bulgaria",1912-11-01,5.435,0.623
"1920","Bulgaria",1912-12-01,2.964,0.3
"1921","Bulgaria",1913-01-01,-0.894,0.524
"1922","Bulgaria",1913-02-01,-1.248,0.578
"1923","Bulgaria",1913-03-01,7.032,0.341
"1924","Bulgaria",1913-04-01,9.776,0.693
"1925","Bulgaria",1913-05-01,13.305,0.542
"1926","Bulgaria",1913-06-01,17.748,0.368
"1927","Bulgaria",1913-07-01,19.107,0.63
"1928","Bulgaria",1913-08-01,18.976,0.515
"1929","Bulgaria",1913-09-01,16.936,0.534
"1930","Bulgaria",1913-10-01,11.196,0.362
"1931","Bulgaria",1913-11-01,6.646,0.417
"1932","Bulgaria",1913-12-01,2.109,0.469
"1933","Bulgaria",1914-01-01,-2.809,0.466
"1934","Bulgaria",1914-02-01,0.814,1.026
"1935","Bulgaria",1914-03-01,6.8,0.42
"1936","Bulgaria",1914-04-01,10.019,0.547
"1937","Bulgaria",1914-05-01,14.364,0.565
"1938","Bulgaria",1914-06-01,17.596,0.467
"1939","Bulgaria",1914-07-01,20.382,0.309
"1940","Bulgaria",1914-08-01,19.868,0.373
"1941","Bulgaria",1914-09-01,14.916,0.322
"1942","Bulgaria",1914-10-01,9.386,0.275
"1943","Bulgaria",1914-11-01,3.765,0.264
"1944","Bulgaria",1914-12-01,2.383,0.563
"1945","Bulgaria",1915-01-01,3.894,0.653
"1946","Bulgaria",1915-02-01,2.963,0.421
"1947","Bulgaria",1915-03-01,4.137,0.598
"1948","Bulgaria",1915-04-01,9.272,0.311
"1949","Bulgaria",1915-05-01,14.066,0.171
"1950","Bulgaria",1915-06-01,18.855,0.347
"1951","Bulgaria",1915-07-01,21.213,0.33
"1952","Bulgaria",1915-08-01,19.356,0.455
"1953","Bulgaria",1915-09-01,14.955,0.709
"1954","Bulgaria",1915-10-01,11.02,0.649
"1955","Bulgaria",1915-11-01,5.645,0.647
"1956","Bulgaria",1915-12-01,4.37,0.532
"1957","Bulgaria",1916-01-01,2.249,1.234
"1958","Bulgaria",1916-02-01,2.512,0.622
"1959","Bulgaria",1916-03-01,7.589,0.498
"1960","Bulgaria",1916-04-01,9.847,0.356
"1961","Bulgaria",1916-05-01,14.769,0.156
"1962","Bulgaria",1916-06-01,20.09,0.626
"1963","Bulgaria",1916-07-01,21.535,0.43
"1964","Bulgaria",1916-08-01,19.739,0.398
"1965","Bulgaria",1916-09-01,15.629,0.471
"1966","Bulgaria",1916-10-01,11.649,0.217
"1967","Bulgaria",1916-11-01,8.171,0.429
"1968","Bulgaria",1916-12-01,5.182,0.382
"1969","Bulgaria",1917-01-01,2.329,0.695
"1970","Bulgaria",1917-02-01,-2.236,0.821
"1971","Bulgaria",1917-03-01,4.796,0.839
"1972","Bulgaria",1917-04-01,9.908,0.941
"1973","Bulgaria",1917-05-01,13.535,0.444
"1974","Bulgaria",1917-06-01,18.472,0.45
"1975","Bulgaria",1917-07-01,20.733,0.604
"1976","Bulgaria",1917-08-01,21.787,0.468
"1977","Bulgaria",1917-09-01,17.391,0.39
"1978","Bulgaria",1917-10-01,13.251,0.449
"1979","Bulgaria",1917-11-01,8.113,0.568
"1980","Bulgaria",1917-12-01,0.185,0.624
"1981","Bulgaria",1918-01-01,1.691,1.062
"1982","Bulgaria",1918-02-01,1.406,0.469
"1983","Bulgaria",1918-03-01,4.576,0.506
"1984","Bulgaria",1918-04-01,9.721,0.947
"1985","Bulgaria",1918-05-01,14.378,0.417
"1986","Bulgaria",1918-06-01,17.767,1.049
"1987","Bulgaria",1918-07-01,20.858,0.417
"1988","Bulgaria",1918-08-01,20.327,0.584
"1989","Bulgaria",1918-09-01,19.103,0.577
"1990","Bulgaria",1918-10-01,14.159,0.307
"1991","Bulgaria",1918-11-01,5.534,0.535
"1992","Bulgaria",1918-12-01,3.082,0.35
"1993","Bulgaria",1919-01-01,2.946,0.527
"1994","Bulgaria",1919-02-01,0.851,1.078
"1995","Bulgaria",1919-03-01,6.17,0.652
"1996","Bulgaria",1919-04-01,10.822,0.906
"1997","Bulgaria",1919-05-01,10.705,0.551
"1998","Bulgaria",1919-06-01,17.537,0.269
"1999","Bulgaria",1919-07-01,19.889,0.353
"2000","Bulgaria",1919-08-01,19.129,0.499
"2001","Bulgaria",1919-09-01,18.079,0.409
"2002","Bulgaria",1919-10-01,11.512,0.551
"2003","Bulgaria",1919-11-01,6.001,0.717
"2004","Bulgaria",1919-12-01,2.018,0.808
"2005","Bulgaria",1920-01-01,1.519,0.475
"2006","Bulgaria",1920-02-01,-0.818,0.499
"2007","Bulgaria",1920-03-01,6.094,0.656
"2008","Bulgaria",1920-04-01,11.932,0.721
"2009","Bulgaria",1920-05-01,15.649,0.809
"2010","Bulgaria",1920-06-01,18.449,0.481
"2011","Bulgaria",1920-07-01,21.402,0.327
"2012","Bulgaria",1920-08-01,20.763,0.282
"2013","Bulgaria",1920-09-01,16.203,0.326
"2014","Bulgaria",1920-10-01,7.689,0.332
"2015","Bulgaria",1920-11-01,0.812999999999999,1.009
"2016","Bulgaria",1920-12-01,1.302,1.589
"2017","Bulgaria",1921-01-01,3.238,0.661
"2018","Bulgaria",1921-02-01,-0.702,0.574
"2019","Bulgaria",1921-03-01,5.2,0.456
"2020","Bulgaria",1921-04-01,9.187,0.366
"2021","Bulgaria",1921-05-01,16.525,0.374
"2022","Bulgaria",1921-06-01,17.12,0.367
"2023","Bulgaria",1921-07-01,20.989,0.311
"2024","Bulgaria",1921-08-01,21.905,0.381
"2025","Bulgaria",1921-09-01,15.219,0.321
"2026","Bulgaria",1921-10-01,10.499,0.36
"2027","Bulgaria",1921-11-01,4.786,0.696
"2028","Bulgaria",1921-12-01,0.117,1.062
"2029","Bulgaria",1922-01-01,-1.252,0.806
"2030","Bulgaria",1922-02-01,-0.154,0.668
"2031","Bulgaria",1922-03-01,7.754,0.925
"2032","Bulgaria",1922-04-01,10.065,0.39
"2033","Bulgaria",1922-05-01,15.071,0.452
"2034","Bulgaria",1922-06-01,19.264,0.595
"2035","Bulgaria",1922-07-01,22.046,0.34
"2036","Bulgaria",1922-08-01,21.17,0.374
"2037","Bulgaria",1922-09-01,17.156,0.336
"2038","Bulgaria",1922-10-01,11.288,0.854
"2039","Bulgaria",1922-11-01,3.672,0.508
"2040","Bulgaria",1922-12-01,-0.333,0.836
"2041","Bulgaria",1923-01-01,0.34,0.5
"2042","Bulgaria",1923-02-01,1.08,0.725
"2043","Bulgaria",1923-03-01,5.821,0.459
"2044","Bulgaria",1923-04-01,9.252,0.326
"2045","Bulgaria",1923-05-01,17,0.594
"2046","Bulgaria",1923-06-01,18.176,0.47
"2047","Bulgaria",1923-07-01,20.498,0.343
"2048","Bulgaria",1923-08-01,20.056,0.349
"2049","Bulgaria",1923-09-01,17.96,0.167
"2050","Bulgaria",1923-10-01,13.987,0.438
"2051","Bulgaria",1923-11-01,10.832,0.253
"2052","Bulgaria",1923-12-01,3.868,0.488
"2053","Bulgaria",1924-01-01,-3.765,0.372
"2054","Bulgaria",1924-02-01,0.442,0.643
"2055","Bulgaria",1924-03-01,4.244,0.35
"2056","Bulgaria",1924-04-01,10.581,0.468
"2057","Bulgaria",1924-05-01,16.501,0.57
"2058","Bulgaria",1924-06-01,20.06,0.294
"2059","Bulgaria",1924-07-01,20.804,0.395
"2060","Bulgaria",1924-08-01,20.174,0.275
"2061","Bulgaria",1924-09-01,19.079,0.301
"2062","Bulgaria",1924-10-01,11.175,0.428
"2063","Bulgaria",1924-11-01,3.677,0.402
"2064","Bulgaria",1924-12-01,-0.0519999999999996,0.79
"2065","Bulgaria",1925-01-01,0.208,1.198
"2066","Bulgaria",1925-02-01,5.215,0.859
"2067","Bulgaria",1925-03-01,5.764,0.548
"2068","Bulgaria",1925-04-01,9.929,0.266
"2069","Bulgaria",1925-05-01,15.073,0.689
"2070","Bulgaria",1925-06-01,16.977,0.448
"2071","Bulgaria",1925-07-01,20.812,0.384
"2072","Bulgaria",1925-08-01,20.329,0.505
"2073","Bulgaria",1925-09-01,16.716,0.377
"2074","Bulgaria",1925-10-01,11.574,0.305
"2075","Bulgaria",1925-11-01,8.844,0.271
"2076","Bulgaria",1925-12-01,-0.548,0.509
"2077","Bulgaria",1926-01-01,0.179,0.603
"2078","Bulgaria",1926-02-01,3.043,0.829
"2079","Bulgaria",1926-03-01,3.881,0.353
"2080","Bulgaria",1926-04-01,11.369,0.482
"2081","Bulgaria",1926-05-01,14.993,0.978
"2082","Bulgaria",1926-06-01,19.088,0.965
"2083","Bulgaria",1926-07-01,20.327,0.54
"2084","Bulgaria",1926-08-01,18.464,0.332
"2085","Bulgaria",1926-09-01,16.543,0.459
"2086","Bulgaria",1926-10-01,12.817,0.281
"2087","Bulgaria",1926-11-01,10.063,0.533
"2088","Bulgaria",1926-12-01,2.419,0.477
"2089","Bulgaria",1927-01-01,1.756,0.588
"2090","Bulgaria",1927-02-01,-1.782,1.02
"2091","Bulgaria",1927-03-01,7.933,0.265
"2092","Bulgaria",1927-04-01,10.678,0.61
"2093","Bulgaria",1927-05-01,14.586,0.401
"2094","Bulgaria",1927-06-01,20.325,0.319
"2095","Bulgaria",1927-07-01,22.044,0.615
"2096","Bulgaria",1927-08-01,22.065,0.409
"2097","Bulgaria",1927-09-01,18.811,0.503
"2098","Bulgaria",1927-10-01,12.548,0.384
"2099","Bulgaria",1927-11-01,7.609,0.507
"2100","Bulgaria",1927-12-01,-1.282,0.667
"2101","Bulgaria",1928-01-01,-0.642,0.335
"2102","Bulgaria",1928-02-01,-1.207,0.434
"2103","Bulgaria",1928-03-01,1.231,0.702
"2104","Bulgaria",1928-04-01,10.728,0.299
"2105","Bulgaria",1928-05-01,13.572,0.838
"2106","Bulgaria",1928-06-01,18.052,0.476
"2107","Bulgaria",1928-07-01,22.334,0.397
"2108","Bulgaria",1928-08-01,21.449,0.527
"2109","Bulgaria",1928-09-01,17.962,0.267
"2110","Bulgaria",1928-10-01,10.849,0.351
"2111","Bulgaria",1928-11-01,8.82,0.339
"2112","Bulgaria",1928-12-01,0.901,0.47
"2113","Bulgaria",1929-01-01,-2.415,0.635
"2114","Bulgaria",1929-02-01,-6.903,1.346
"2115","Bulgaria",1929-03-01,0.25,0.723
"2116","Bulgaria",1929-04-01,7.037,0.497
"2117","Bulgaria",1929-05-01,16.721,0.274
"2118","Bulgaria",1929-06-01,19.117,0.351
"2119","Bulgaria",1929-07-01,20.562,0.567
"2120","Bulgaria",1929-08-01,23.137,0.657
"2121","Bulgaria",1929-09-01,15.51,0.448
"2122","Bulgaria",1929-10-01,12.613,0.378
"2123","Bulgaria",1929-11-01,8.627,0.323
"2124","Bulgaria",1929-12-01,2.79,0.458
"2125","Bulgaria",1930-01-01,0.856,0.382
"2126","Bulgaria",1930-02-01,1.186,0.413
"2127","Bulgaria",1930-03-01,6.742,0.573
"2128","Bulgaria",1930-04-01,10.611,0.361
"2129","Bulgaria",1930-05-01,14.559,0.492
"2130","Bulgaria",1930-06-01,18.097,0.564
"2131","Bulgaria",1930-07-01,21.174,0.31
"2132","Bulgaria",1930-08-01,20.687,0.246
"2133","Bulgaria",1930-09-01,17.888,0.378
"2134","Bulgaria",1930-10-01,12.218,0.433
"2135","Bulgaria",1930-11-01,7.463,0.569
"2136","Bulgaria",1930-12-01,2.826,0.225
"2137","Bulgaria",1931-01-01,1.447,0.344
"2138","Bulgaria",1931-02-01,1.312,1.144
"2139","Bulgaria",1931-03-01,3.934,0.595
"2140","Bulgaria",1931-04-01,7.684,0.556
"2141","Bulgaria",1931-05-01,15.666,0.515
"2142","Bulgaria",1931-06-01,20.042,0.467
"2143","Bulgaria",1931-07-01,22.406,0.441
"2144","Bulgaria",1931-08-01,21.409,0.46
"2145","Bulgaria",1931-09-01,15.47,0.287
"2146","Bulgaria",1931-10-01,10.839,0.423
"2147","Bulgaria",1931-11-01,4.869,0.401
"2148","Bulgaria",1931-12-01,-1.623,1.367
"2149","Bulgaria",1932-01-01,-1.187,1.107
"2150","Bulgaria",1932-02-01,-4.623,0.447
"2151","Bulgaria",1932-03-01,0.587,0.824
"2152","Bulgaria",1932-04-01,9.947,0.362
"2153","Bulgaria",1932-05-01,15.403,0.482
"2154","Bulgaria",1932-06-01,18.618,0.636
"2155","Bulgaria",1932-07-01,21.689,0.425
"2156","Bulgaria",1932-08-01,20.736,0.555
"2157","Bulgaria",1932-09-01,19.372,0.52
"2158","Bulgaria",1932-10-01,16.161,0.842
"2159","Bulgaria",1932-11-01,5.763,0.422
"2160","Bulgaria",1932-12-01,2.696,0.796
"2161","Bulgaria",1933-01-01,-2.374,1.717
"2162","Bulgaria",1933-02-01,0.814,0.776
"2163","Bulgaria",1933-03-01,3.739,0.824
"2164","Bulgaria",1933-04-01,7.473,0.419
"2165","Bulgaria",1933-05-01,13.356,0.39
"2166","Bulgaria",1933-06-01,16.855,0.504
"2167","Bulgaria",1933-07-01,19.47,0.47
"2168","Bulgaria",1933-08-01,19.671,0.4
"2169","Bulgaria",1933-09-01,14.724,0.431
"2170","Bulgaria",1933-10-01,11.93,0.348
"2171","Bulgaria",1933-11-01,8.625,0.51
"2172","Bulgaria",1933-12-01,-2.227,1.503
"2173","Bulgaria",1934-01-01,-1.293,1.025
"2174","Bulgaria",1934-02-01,-1.288,1.121
"2175","Bulgaria",1934-03-01,7.486,0.777
"2176","Bulgaria",1934-04-01,12.077,0.738
"2177","Bulgaria",1934-05-01,16.581,0.489
"2178","Bulgaria",1934-06-01,19.02,0.255
"2179","Bulgaria",1934-07-01,21.131,0.372
"2180","Bulgaria",1934-08-01,21.032,0.488
"2181","Bulgaria",1934-09-01,17.156,0.268
"2182","Bulgaria",1934-10-01,12.49,0.334
"2183","Bulgaria",1934-11-01,8.519,0.302
"2184","Bulgaria",1934-12-01,3.586,0.676
"2185","Bulgaria",1935-01-01,-2.051,0.465
"2186","Bulgaria",1935-02-01,0.377,0.517
"2187","Bulgaria",1935-03-01,3.187,0.689
"2188","Bulgaria",1935-04-01,9.949,0.379
"2189","Bulgaria",1935-05-01,14.519,0.859
"2190","Bulgaria",1935-06-01,19.654,0.634
"2191","Bulgaria",1935-07-01,20.456,0.397
"2192","Bulgaria",1935-08-01,20.823,0.365
"2193","Bulgaria",1935-09-01,17.401,0.656
"2194","Bulgaria",1935-10-01,14.574,0.502
"2195","Bulgaria",1935-11-01,5.702,0.616
"2196","Bulgaria",1935-12-01,3.673,0.338
"2197","Bulgaria",1936-01-01,4.788,0.827
"2198","Bulgaria",1936-02-01,2.334,0.421
"2199","Bulgaria",1936-03-01,7.432,0.533
"2200","Bulgaria",1936-04-01,11.196,0.325
"2201","Bulgaria",1936-05-01,14.408,0.484
"2202","Bulgaria",1936-06-01,17.856,0.402
"2203","Bulgaria",1936-07-01,22.892,0.318
"2204","Bulgaria",1936-08-01,20.172,0.298
"2205","Bulgaria",1936-09-01,16.185,0.341
"2206","Bulgaria",1936-10-01,10.201,0.467
"2207","Bulgaria",1936-11-01,6.508,0.357
"2208","Bulgaria",1936-12-01,1.453,0.607
"2209","Bulgaria",1937-01-01,-2.289,0.419
"2210","Bulgaria",1937-02-01,2.144,0.511
"2211","Bulgaria",1937-03-01,8.56,0.508
"2212","Bulgaria",1937-04-01,9.032,0.395
"2213","Bulgaria",1937-05-01,15.798,0.428
"2214","Bulgaria",1937-06-01,19.774,0.387
"2215","Bulgaria",1937-07-01,21.929,0.375
"2216","Bulgaria",1937-08-01,20.407,0.349
"2217","Bulgaria",1937-09-01,18.972,0.319
"2218","Bulgaria",1937-10-01,11.41,0.267
"2219","Bulgaria",1937-11-01,7.042,0.44
"2220","Bulgaria",1937-12-01,3.49,0.928
"2221","Bulgaria",1938-01-01,-1.712,0.654
"2222","Bulgaria",1938-02-01,0.959,0.808
"2223","Bulgaria",1938-03-01,5.457,0.595
"2224","Bulgaria",1938-04-01,8.141,0.384
"2225","Bulgaria",1938-05-01,14.22,0.293
"2226","Bulgaria",1938-06-01,19.45,0.432
"2227","Bulgaria",1938-07-01,22.513,0.369
"2228","Bulgaria",1938-08-01,21.797,0.264
"2229","Bulgaria",1938-09-01,16.603,0.284
"2230","Bulgaria",1938-10-01,12.684,0.268
"2231","Bulgaria",1938-11-01,7.46,0.223
"2232","Bulgaria",1938-12-01,1.708,0.442
"2233","Bulgaria",1939-01-01,2.616,0.49
"2234","Bulgaria",1939-02-01,2.506,0.327
"2235","Bulgaria",1939-03-01,3.285,0.566
"2236","Bulgaria",1939-04-01,11.055,0.355
"2237","Bulgaria",1939-05-01,15.24,0.283
"2238","Bulgaria",1939-06-01,18.686,0.561
"2239","Bulgaria",1939-07-01,22.08,0.303
"2240","Bulgaria",1939-08-01,20.427,0.514
"2241","Bulgaria",1939-09-01,16.397,0.47
"2242","Bulgaria",1939-10-01,12.219,0.351
"2243","Bulgaria",1939-11-01,6.03,0.523
"2244","Bulgaria",1939-12-01,2.318,0.587
"2245","Bulgaria",1940-01-01,-3.819,0.781
"2246","Bulgaria",1940-02-01,-0.36,0.92
"2247","Bulgaria",1940-03-01,2.81,0.498
"2248","Bulgaria",1940-04-01,8.873,0.493
"2249","Bulgaria",1940-05-01,12.925,0.404
"2250","Bulgaria",1940-06-01,18.07,0.377
"2251","Bulgaria",1940-07-01,21.238,0.432
"2252","Bulgaria",1940-08-01,18.365,0.362
"2253","Bulgaria",1940-09-01,16.685,0.508
"2254","Bulgaria",1940-10-01,12.061,0.418
"2255","Bulgaria",1940-11-01,8.448,0.356
"2256","Bulgaria",1940-12-01,-1.944,0.577
"2257","Bulgaria",1941-01-01,-0.42,0.702
"2258","Bulgaria",1941-02-01,4.094,0.564
"2259","Bulgaria",1941-03-01,5.18,0.381
"2260","Bulgaria",1941-04-01,11.056,0.305
"2261","Bulgaria",1941-05-01,14.338,0.226
"2262","Bulgaria",1941-06-01,18.204,0.414
"2263","Bulgaria",1941-07-01,20.414,0.437
"2264","Bulgaria",1941-08-01,20.398,0.404
"2265","Bulgaria",1941-09-01,13.659,0.534
"2266","Bulgaria",1941-10-01,9.901,0.222
"2267","Bulgaria",1941-11-01,2.976,0.337
"2268","Bulgaria",1941-12-01,-0.842,0.535
"2269","Bulgaria",1942-01-01,-6.303,0.939
"2270","Bulgaria",1942-02-01,-0.364,1.266
"2271","Bulgaria",1942-03-01,1.962,1.903
"2272","Bulgaria",1942-04-01,8.46,0.411
"2273","Bulgaria",1942-05-01,15.928,0.3
"2274","Bulgaria",1942-06-01,20.004,0.24
